Ticker,close,date,high,low,month,volume,daily_returns,cumulative_returns
COALINDIA,291.9,2023-10-03 05:30:00,297.1,290.1,2023-10,9348540,,
COALINDIA,287.95,2023-10-04 05:30:00,291.5,285.9,2023-10,6338888,-0.01353203151764304,-0.01353
COALINDIA,289.35,2023-10-05 05:30:00,290.55,283.9,2023-10,8687014,0.004861955200555768,-0.00874
COALINDIA,287.8,2023-10-06 05:30:00,291.0,287.0,2023-10,3741467,-0.005356834283739453,-0.01405
COALINDIA,287.8,2023-10-09 05:30:00,288.95,283.05,2023-10,4647845,0.0,-0.01405
COALINDIA,303.25,2023-10-10 05:30:00,303.9,287.8,2023-10,23283411,0.053683113273106375,0.03888
COALINDIA,301.85,2023-10-11 05:30:00,305.0,299.45,2023-10,12321154,-0.004616652926628162,0.03409
COALINDIA,307.2,2023-10-12 05:30:00,309.1,301.9,2023-10,15375295,0.01772403511677978,0.05242
COALINDIA,307.95,2023-10-13 05:30:00,310.85,304.45,2023-10,9516879,0.00244140625,0.05498
COALINDIA,312.0,2023-10-16 05:30:00,313.65,306.55,2023-10,10535107,0.013151485630784165,0.06886
COALINDIA,317.4,2023-10-17 05:30:00,318.35,312.1,2023-10,7760527,0.017307692307692246,0.08736
COALINDIA,316.95,2023-10-18 05:30:00,319.75,315.25,2023-10,9662837,-0.0014177693761814325,0.08582
COALINDIA,314.8,2023-10-19 05:30:00,315.7,308.85,2023-10,8977527,-0.006783404322448283,0.07845
COALINDIA,312.4,2023-10-20 05:30:00,316.7,309.6,2023-10,6009115,-0.007623888182973437,0.07023
COALINDIA,306.1,2023-10-23 05:30:00,312.85,305.0,2023-10,8086150,-0.020166453265044626,0.04865
COALINDIA,310.3,2023-10-25 05:30:00,312.7,305.0,2023-10,7253336,0.0137210062071218,0.06304
COALINDIA,305.25,2023-10-26 05:30:00,309.15,302.9,2023-10,8329092,-0.016274572993876912,0.04573
COALINDIA,313.95,2023-10-27 05:30:00,317.15,306.0,2023-10,10503070,0.028501228501228493,0.07554
COALINDIA,314.55,2023-10-30 05:30:00,315.8,311.95,2023-10,6229982,0.001911132345915112,0.0776
COALINDIA,314.25,2023-10-31 05:30:00,316.8,310.75,2023-10,7446586,-0.0009537434430139102,0.07657
COALINDIA,306.65,2023-11-01 05:30:00,315.8,305.85,2023-11,9593653,-0.024184566428003262,0.05053
COALINDIA,308.85,2023-11-02 05:30:00,312.8,307.3,2023-11,7071960,0.0071743029512474354,0.05807
COALINDIA,312.0,2023-11-03 05:30:00,314.7,310.3,2023-11,4658440,0.010199125789218,0.06886
COALINDIA,316.55,2023-11-06 05:30:00,319.55,313.0,2023-11,10340818,0.014583333333333393,0.08445
COALINDIA,314.25,2023-11-07 05:30:00,318.8,313.65,2023-11,6826885,-0.007265834781235214,0.07657
COALINDIA,317.4,2023-11-08 05:30:00,318.15,314.55,2023-11,6424833,0.010023866348448651,0.08736
COALINDIA,323.55,2023-11-09 05:30:00,324.5,315.7,2023-11,15503280,0.01937618147448017,0.10843
COALINDIA,323.4,2023-11-10 05:30:00,326.15,321.55,2023-11,8445203,-0.0004636068613816935,0.10791
COALINDIA,331.8,2023-11-12 05:30:00,336.7,328.25,2023-11,10263484,0.025974025974025983,0.13669
COALINDIA,349.35,2023-11-13 05:30:00,350.0,330.3,2023-11,42178783,0.05289330922242308,0.19681
COALINDIA,350.6,2023-11-15 05:30:00,359.0,348.6,2023-11,35092206,0.0035780735651924633,0.2011
COALINDIA,345.8,2023-11-16 05:30:00,354.5,344.85,2023-11,17617280,-0.01369081574443809,0.18465
COALINDIA,345.25,2023-11-17 05:30:00,348.55,342.3,2023-11,13542916,-0.0015905147484095439,0.18277
COALINDIA,347.75,2023-11-20 05:30:00,352.4,343.95,2023-11,19032608,0.007241129616220032,0.19133
COALINDIA,334.2,2023-11-21 05:30:00,338.5,328.85,2023-11,15148068,-0.038964773544212794,0.14491
COALINDIA,332.15,2023-11-22 05:30:00,337.9,330.0,2023-11,7599447,-0.006134051466187951,0.13789
COALINDIA,334.45,2023-11-23 05:30:00,336.05,330.0,2023-11,6186567,0.006924582267048063,0.14577
COALINDIA,332.8,2023-11-24 05:30:00,337.45,332.1,2023-11,7054445,-0.00493347286589918,0.14012
COALINDIA,341.95,2023-11-28 05:30:00,342.5,333.3,2023-11,10791886,0.02749399038461542,0.17146
COALINDIA,342.35,2023-11-29 05:30:00,345.0,338.1,2023-11,14149513,0.0011697616610617523,0.17283
COALINDIA,342.15,2023-11-30 05:30:00,345.0,338.05,2023-11,11959336,-0.0005841974587411647,0.17215
COALINDIA,346.65,2023-12-01 05:30:00,351.1,342.45,2023-12,15105221,0.013152126260412178,0.18756
COALINDIA,354.7,2023-12-04 05:30:00,360.0,350.65,2023-12,22705896,0.02322227030145685,0.21514
COALINDIA,355.55,2023-12-05 05:30:00,356.45,350.0,2023-12,15782945,0.0023963913166056283,0.21805
COALINDIA,352.15,2023-12-06 05:30:00,362.5,349.45,2023-12,14817158,-0.009562649416397173,0.20641
COALINDIA,351.95,2023-12-07 05:30:00,353.8,348.4,2023-12,8507659,-0.0005679397983813228,0.20572
COALINDIA,351.0,2023-12-08 05:30:00,358.4,346.9,2023-12,13444251,-0.0026992470521380874,0.20247
COALINDIA,353.65,2023-12-11 05:30:00,358.6,351.0,2023-12,11420609,0.007549857549857375,0.21155
COALINDIA,347.5,2023-12-12 05:30:00,354.6,345.15,2023-12,8789103,-0.01739007493284317,0.19048
COALINDIA,345.2,2023-12-13 05:30:00,349.8,343.7,2023-12,8091533,-0.006618705035971284,0.1826
